Id,Id2,Geography,Households; Estimate; Total,Households; Margin of Error; Total,Families; Estimate; Total,Families; Margin of Error; Total,Married-couple families; Estimate; Total,Married-couple families; Margin of Error; Total,Nonfamily households; Estimate; Total,Nonfamily households; Margin of Error; Total,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars),Households; Estimate; Mean income (dollars),Households; Margin of Error; Mean income (dollars),Families; Estimate; Mean income (dollars),Families; Margin of Error; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Married-couple families; Margin of Error; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),Nonfamily households; Margin of Error; Mean income (dollars),Households; Estimate; PERCENT ALLOCATED - Household income in the past 12 months
310M300US38340,38340,"Pittsfield, MA ",54204,1712,32036,1862,22744,1479,22168,1735,58418,5018,76825,3630,86990,6884,35701,4053,76180,3658,94632,5548,N,N,47369,3708,37.6
310M300US38460,38460,"Plattsburgh, NY ",30624,1203,20266,1295,N,N,10358,1233,55316,4840,64266,7148,72724,5003,32279,4492,65214,4162,73337,5313,N,N,43961,5759,38.1
310M300US38540,38540,"Pocatello, ID ",30106,1132,19480,1506,N,N,10626,1378,48429,2865,59198,6699,71044,9140,31238,8733,64287,6989,71085,4828,N,N,50868,17218,33.1
310M300US38660,38660,"Ponce, PR ",105240,2291,73871,2398,39553,2386,31369,2069,17533,978,20867,1417,27641,2154,9814,835,25663,1810,28868,2494,37688,4245,16234,1717,28.8
310M300US38820,38820,"Port Angeles, WA ",31837,1051,19061,1455,N,N,12776,1374,48587,5198,62582,6983,68324,7328,29349,3201,60096,4117,73423,5290,N,N,37706,4719,38.8
310M300US38860,38860,"Portland-South Portland, ME ",216799,3515,131541,3635,104327,3925,85258,3624,63422,3106,81551,2619,91680,3301,38409,2098,82141,2506,98315,3317,N,N,54278,3589,29.1
310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA ",918590,5062,588688,8007,460686,7088,329902,7625,68676,1175,82734,1300,95277,1529,42975,1696,90488,1165,104947,1760,118044,2069,59941,1661,28.6
310M300US38940,38940,"Port St. Lucie, FL ",174593,4298,113000,4573,86296,4310,61593,4083,48746,2385,55958,3001,62455,2987,32322,3063,68880,2778,79901,4009,N,N,46339,3452,39.3
310M300US39020,39020,"Portsmouth, OH ",29904,1206,20049,1307,N,N,9855,1343,39210,3689,50539,6210,68524,10796,18621,5003,54291,6238,66682,8893,N,N,25434,3398,30.6
310M300US39060,39060,"Pottsville, PA ",58149,1566,38214,1803,28091,1620,19935,1578,50684,1785,61340,2545,72548,4927,27056,2834,60421,2555,71455,3298,N,N,35971,2291,42.3
310M300US39140,39140,"Prescott, AZ ",94962,2874,60320,2688,51449,2519,34642,2573,50420,2583,62235,4954,66440,3825,25314,3310,65804,4471,80684,6681,N,N,36668,4654,45.3
310M300US39300,39300,"Providence-Warwick, RI-MA ",622471,4640,389301,5639,274481,6597,233170,6306,61948,1199,80028,1927,97605,2432,35098,1687,82478,1765,98863,2212,117124,2704,50804,2212,38.7
310M300US39340,39340,"Provo-Orem, UT ",160979,1602,131188,2431,113392,2762,29791,2383,69288,2343,74879,2000,80047,2956,35121,4153,84429,2544,91144,2729,96572,2970,48906,4317,29.2
310M300US39380,39380,"Pueblo, CO ",62275,1632,37762,2058,27151,1777,24513,1881,44677,3547,61361,5464,75037,5049,29408,3065,59601,2746,73614,4534,N,N,36159,3141,38.3
310M300US39460,39460,"Punta Gorda, FL ",75147,2941,46849,2683,N,N,28298,2341,44200,2614,53956,3911,58401,4603,31180,1669,65643,4595,77691,7152,N,N,44554,4909,35.7
310M300US39500,39500,"Quincy, IL-MO ",30899,943,20510,990,N,N,10389,980,50753,2502,61722,5166,70657,6819,29058,3753,68841,4867,82019,6578,N,N,40007,5315,33.7
310M300US39540,39540,"Racine, WI ",75921,1566,51582,2215,37680,2159,24339,2078,55706,2292,65326,3985,77815,4471,32995,4347,70257,3049,79464,3927,N,N,46043,4930,32.1
310M300US39580,39580,"Raleigh, NC ",477920,5003,322564,5783,249661,5992,155356,5470,71685,1762,87547,2504,100484,2689,45790,2061,93733,2474,109062,3189,125206,4085,58694,3097,28.5
310M300US39660,39660,"Rapid City, SD ",56614,1888,35723,2019,27100,1924,20891,1852,51097,2853,64616,4551,76500,4294,31476,2372,66461,4147,81703,6014,N,N,38440,3024,27.9
310M300US39740,39740,"Reading, PA ",150402,2168,102478,2716,74186,2296,47924,2540,59286,2689,71795,2475,88174,3021,36853,1975,76779,2703,89282,3915,104518,4685,45662,2300,37.1
310M300US39820,39820,"Redding, CA ",72095,1299,46527,2057,35599,2047,25568,2012,46724,2821,58264,4100,67541,4885,27391,2765,64293,3129,76226,4185,N,N,40064,4906,30.6
310M300US39900,39900,"Reno, NV ",176627,1918,110829,3138,84094,3171,65798,3226,58056,2222,73512,3143,85312,3176,34773,3114,81471,3716,98592,5187,113341,6568,48926,3329,32.2
310M300US39980,39980,"Richmond, IN ",26538,1149,16785,1255,N,N,9753,1150,43401,4479,57121,5596,67122,3594,21976,2562,56553,3721,69049,4675,N,N,33659,5873,34.5
310M300US40060,40060,"Richmond, VA ",486877,4967,310544,5719,223663,5129,176333,5226,62929,1906,81279,1777,97901,2091,37863,1798,85866,2431,104313,3294,122902,3967,50995,2009,36.1
310M300US40080,40080,"Richmond-Berea, KY ",39499,1332,26742,1806,N,N,12757,1663,43687,3750,51783,4969,65508,8401,25866,4242,55993,3748,64664,5603,N,N,35290,4213,26.7
310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA ",1348213,6103,1002888,8195,705913,7760,345325,7941,58236,1104,65557,836,77541,1533,32742,1569,76407,1028,83333,1145,95794,1718,49162,1602,39.7
310M300US40220,40220,"Roanoke, VA ",127319,2455,79500,3555,60559,2966,47819,2923,50551,2407,66988,3494,78035,5264,30327,2774,67724,3228,83254,4395,N,N,39914,3603,36.7
310M300US40260,40260,"Roanoke Rapids, NC ",30670,1125,19249,1365,N,N,11421,1600,33866,3815,39355,4626,52009,5511,25094,6492,47399,3948,55594,5437,N,N,32100,5646,37.2
310M300US40340,40340,"Rochester, MN ",85948,1130,56244,1858,45884,2003,29704,1711,70078,3145,85145,4009,97244,4849,38260,3252,87929,2954,106068,4730,118146,4983,49846,3885,27
310M300US40380,40380,"Rochester, NY ",430873,3710,265987,4449,190583,4664,164886,4312,55134,1242,71312,2080,86665,2260,34152,2136,73324,1576,88476,1939,105045,2594,45937,2048,34
310M300US40420,40420,"Rockford, IL ",133670,2234,89469,2525,61884,2643,44201,2525,50324,1726,59810,2728,73930,4788,29271,2385,67840,3380,79613,4849,92765,6297,40394,2618,35.1
310M300US40580,40580,"Rocky Mount, NC ",56153,2125,37775,2870,24627,2228,18378,2364,38972,3382,51474,2691,68016,5809,18002,2537,55766,3616,65004,3615,N,N,33608,8185,34.2
310M300US40660,40660,"Rome, GA ",35411,1199,24605,1502,N,N,10806,1460,49865,6375,61248,4537,68668,4460,25674,4253,66817,7800,80784,10413,N,N,31812,4761,40.1
310M300US40700,40700,"Roseburg, OR ",43818,1380,27673,1917,N,N,16145,1891,42889,3357,52832,6518,64154,6134,23681,5450,60183,6176,71159,9106,N,N,39752,7478,41.8
310M300US40740,40740,"Roswell, NM ",22516,1187,15342,1519,N,N,7174,1233,40960,4319,49186,5746,67145,16795,19026,4868,53516,8112,63937,10704,N,N,28151,4743,34.8
310M300US40780,40780,"Russellville, AR ",30654,1182,18499,1532,N,N,12155,1596,39926,5021,53493,7362,61038,7425,19897,5282,56163,5136,70514,7145,N,N,33119,7303,43.2
310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA ",816902,4487,540615,6743,393633,7437,276287,6964,64052,1504,79003,2218,95047,2092,42038,1236,88802,1580,102086,2158,118851,2830,58543,2352,31.3
310M300US40980,40980,"Saginaw, MI ",78494,1405,49628,2017,36104,1734,28866,1911,45849,1783,59827,3396,73320,4253,26607,3054,60525,3597,74756,5563,N,N,34123,2507,36.9
310M300US41060,41060,"St. Cloud, MN ",74834,1216,46775,1598,37346,1650,28059,1676,56620,2741,71770,3240,81767,3152,33149,4643,72341,2711,87408,3915,N,N,44416,3503,36.3
310M300US41100,41100,"St. George, UT ",51774,2021,39468,2225,N,N,12306,1616,55056,3714,63489,5426,70769,4443,27115,7778,74494,5566,82993,6852,N,N,41259,9751,33.4
310M300US41140,41140,"St. Joseph, MO-KS ",48068,1224,29280,1737,22023,1485,18788,1675,49211,3148,60506,2660,72183,4055,28981,4613,63038,3877,77865,5722,N,N,37923,3347,35.2
310M300US41180,41180,"St. Louis, MO-IL ",1113234,6577,719178,8799,522092,8135,394056,8175,59780,991,76354,1300,93585,1621,35914,940,82171,1302,98752,1743,116599,2203,48885,1489,33.7
310M300US41400,41400,"Salem, OH ",41469,1478,29529,1717,22702,1777,11940,1615,47864,4294,58825,5253,68607,4152,24482,3060,59138,3857,67351,4536,N,N,36609,6721,29.9
310M300US41420,41420,"Salem, OR ",146078,2145,97441,2880,75035,2938,48637,2793,55903,2228,65289,2534,76779,2279,34825,3111,69622,2805,78879,3406,88409,3403,47777,4524,33
310M300US41500,41500,"Salinas, CA ",125740,2166,90571,3086,66573,3163,35169,2596,63876,3277,69706,3327,84276,3743,43366,4305,88289,3247,96461,4057,111090,4995,58703,4066,29.9
310M300US41540,41540,"Salisbury, MD-DE ",149074,3999,97818,3894,73591,3789,51256,3057,54738,2513,66334,2846,76870,3976,32862,2813,73416,2828,84731,3242,95776,3996,48830,4213,41.9
310M300US41620,41620,"Salt Lake City, UT ",386481,3049,275714,5392,210514,5835,110767,4822,68196,2045,76981,2069,88800,2634,41709,1513,88236,2421,98520,2573,109756,3226,57386,5312,28.9
310M300US41660,41660,"San Angelo, TX ",44044,1598,27891,1698,N,N,16153,1754,49096,4426,61069,4617,73131,8801,28206,3825,66259,4944,79115,7041,N,N,41929,6120,31.9
310M300US41700,41700,"San Antonio-New Braunfels, TX ",796140,5836,547029,7452,387201,7632,249111,7063,56105,1019,66789,1426,81131,1531,36089,1035,75910,1287,86605,1581,101903,2281,48477,1899,34.6
310M300US41740,41740,"San Diego-Carlsbad, CA ",1110568,6697,745752,9954,556722,9890,364816,8379,70824,995,81222,1355,95636,2020,50111,1687,96692,1397,108721,1989,124486,2459,66620,2164,34.2
310M300US41780,41780,"Sandusky, OH ",30682,1432,19403,1306,N,N,11279,1459,48949,5461,65293,6588,82285,10491,29255,4819,73232,8192,90276,12055,N,N,40780,7747,30.4
310M300US41860,41860,"San Francisco-Oakland-Hayward, CA ",1691781,7439,1093856,9765,837186,10902,597925,9827,96677,1273,112511,2023,132985,2605,63152,1992,133176,1636,152532,1900,173125,2427,90969,2131,33.5
310M300US41900,41900,"San Germán, PR ",43167,2241,29983,2143,N,N,13184,1658,16077,2179,19924,2288,24256,4364,9885,1255,24484,2044,27596,2759,N,N,15839,2396,22.3
310M300US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA ",653296,3076,474247,5276,374931,6048,179049,5458,110040,2335,122172,1722,142418,3567,69645,3675,145317,2457,159818,3094,180148,3660,97622,3990,31.3
310M300US41980,41980,"San Juan-Carolina-Caguas, PR ",770603,7754,532887,8047,291538,7154,237716,6213,22455,540,26607,617,35758,1085,13007,481,35317,952,39503,1175,51494,1948,23005,1311,30.8
310M300US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA ",106312,2380,67493,2902,54125,3084,38819,2771,70564,2814,82368,6306,92880,5725,39776,4521,88338,3859,104338,5248,N,N,54334,5260,37.3
310M300US42100,42100,"Santa Cruz-Watsonville, CA ",96257,1860,60500,2839,45131,2817,35757,2699,77613,3780,92200,9555,106881,8017,48306,8023,106035,5961,122240,7124,N,N,73822,9616,33.1
310M300US42140,42140,"Santa Fe, NM ",60096,1582,33629,2035,24363,1718,26467,1943,57863,3432,68835,5812,91338,5725,42409,4395,82210,4458,98759,7421,N,N,57167,3822,35.4
310M300US42200,42200,"Santa Maria-Santa Barbara, CA ",142449,2099,96218,3159,71616,2942,46231,3013,67436,3312,74643,4860,88950,5896,42907,3713,93389,3519,104251,4981,120282,6645,63272,5058,35.6
310M300US42220,42220,"Santa Rosa, CA ",187504,2620,119397,3952,89820,3696,68107,3519,73929,2470,87812,3163,100037,4197,44299,4581,97005,3136,112781,4619,N,N,62162,3175,34.3
310M300US42340,42340,"Savannah, GA ",143081,1998,93685,3293,64383,3758,49396,3278,56535,2472,70895,6886,89050,3078,38597,2844,78870,3641,93284,5682,113037,7551,47626,3255,39.2
310M300US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA ",220572,3159,134942,3649,97988,3221,85630,3237,47422,1489,63075,2289,76765,2559,26500,1098,64659,1651,79043,2391,92527,3051,39101,2073,39.4
310M300US42620,42620,"Searcy, AR ",28221,1401,19571,1609,N,N,8650,1467,42844,6419,52917,5242,62140,4917,22108,6225,54969,3859,65763,4784,N,N,28235,4454,27.9
310M300US42660,42660,"Seattle-Tacoma-Bellevue, WA ",1464941,6415,926932,8738,720464,9344,538009,8931,78612,1063,95688,1336,110439,1489,50744,1000,104999,1473,122915,1785,139632,2134,69652,2374,28.6
310M300US42680,42680,"Sebastian-Vero Beach, FL ",55427,2857,34301,2439,N,N,21126,2052,49072,2243,61155,8099,68383,8323,28855,5551,79585,8921,99683,12711,N,N,46168,8699,38.2
310M300US42700,42700,"Sebring, FL ",38808,2109,24237,2164,N,N,14571,1804,36490,2471,43546,2243,51118,6490,22339,2080,48800,8376,58440,12656,N,N,31840,3924,30.6
310M300US42860,42860,"Seneca, SC ",31498,1248,21780,1480,N,N,9718,1468,43743,5449,54808,5238,67319,8530,22825,3506,64615,6949,75408,7206,N,N,38379,11167,32.8
310M300US42940,42940,"Sevierville, TN ",36098,1917,26043,2032,N,N,10055,1285,45609,2290,52349,4814,59455,3893,30124,4462,56756,4632,64131,6122,N,N,34703,4167,35.7
310M300US43060,43060,"Shawnee, OK ",25547,769,17228,901,12325,770,8319,795,41716,2449,51743,4668,63134,3469,26936,3944,56177,3245,66487,4581,N,N,31930,2517,30.2
310M300US43100,43100,"Sheboygan, WI ",47652,943,30584,1494,N,N,17068,1300,54059,2976,72368,3423,80193,5999,31270,2450,70716,2797,86613,4282,N,N,40283,3746,31.6
310M300US43140,43140,"Shelby, NC ",36405,1576,25746,1763,N,N,10659,1303,36992,2520,46611,4831,61047,2301,17114,2278,50519,5027,61094,6925,N,N,23640,2702,38.3
310M300US43300,43300,"Sherman-Denison, TX ",47135,1543,31836,1726,N,N,15299,1590,52095,2229,63526,5179,74059,7130,30481,5669,66350,4045,78605,5601,N,N,37363,3528,45.3
310M300US43320,43320,"Show Low, AZ ",33587,1656,24515,1606,14894,1369,9072,1174,36998,2626,44872,5292,63129,7228,21941,4624,51447,3597,56852,4186,N,N,34652,8970,36.8
310M300US43340,43340,"Shreveport-Bossier City, LA ",170899,3343,106647,3472,69093,3266,64252,3534,40445,1650,51035,3309,72092,4699,26488,2112,60048,2731,72399,3991,92588,5609,38315,4239,47.1
310M300US43420,43420,"Sierra Vista-Douglas, AZ ",50147,2119,32206,2008,22859,1716,17941,1944,45508,3151,50853,1893,65709,8273,28384,3368,55174,3071,62524,4295,N,N,39907,4433,26.1
310M300US43580,43580,"Sioux City, IA-NE-SD ",64589,1480,43647,1943,31865,2040,20942,1694,56687,3106,67198,3577,77973,4842,32401,4399,71687,3645,81849,5129,N,N,44803,5264,35.6
310M300US43620,43620,"Sioux Falls, SD ",98176,1534,62929,2105,50282,2172,35247,2143,63931,3104,81130,4153,90588,2640,35941,3541,80437,3336,96317,5095,N,N,49285,5565,26.8
310M300US43740,43740,"Somerset, PA ",29189,1127,19345,1135,15784,1013,9844,928,43871,2610,57193,3474,62021,2427,23501,2658,56742,3052,67505,3449,N,N,33683,3780,34.3
310M300US43780,43780,"South Bend-Mishawaka, IN-MI ",117259,2336,74217,2538,56287,2309,43042,2699,49117,2651,62200,4047,74666,4941,26930,1842,65996,2517,80004,3847,92282,4924,39968,3873,38.1
310M300US43900,43900,"Spartanburg, SC ",125096,2215,83260,2837,57568,2653,41836,2490,46554,2074,56933,2380,68234,3942,27642,2558,62093,3119,74584,4331,88530,5496,34285,2349,35.7
310M300US44060,44060,"Spokane-Spokane Valley, WA ",217598,2862,138738,3674,105595,3636,78860,3853,52955,1688,67175,2648,77343,2144,30775,1462,70319,2130,85855,3077,97955,3782,39494,1916,33.2
310M300US44100,44100,"Springfield, IL ",87484,1578,53408,2119,38103,1766,34076,2091,53798,3431,71923,6564,87721,4142,36292,3043,73642,3972,90644,5893,N,N,45264,3701,37.7
310M300US44140,44140,"Springfield, MA ",236790,2391,148360,3474,96024,3863,88430,3584,54855,2462,71457,2356,91386,3940,33572,2796,73278,1883,86301,2543,106310,3459,46675,2788,36.2
310M300US44180,44180,"Springfield, MO ",181989,2533,114537,3281,88915,3066,67452,3342,45337,1891,58181,2375,67224,2598,28728,3347,59915,2111,73195,3265,82294,3676,34922,1703,32.1
310M300US44220,44220,"Springfield, OH ",54548,1391,34748,1509,23874,1468,19800,1564,46811,3343,58475,5086,68360,5487,27292,3054,60848,3778,68995,4637,N,N,42690,6982,36.3
310M300US44300,44300,"State College, PA ",57410,1622,32850,1893,N,N,24560,1846,60266,3374,87504,8526,97458,6735,31735,2767,81724,5023,107464,6915,N,N,45036,6888,29.7
310M300US44340,44340,"Statesboro, GA ",26411,1512,16591,1359,N,N,9820,1396,43982,4583,51715,4912,67889,12000,22648,5641,55840,5163,68213,7195,N,N,31679,4643,36.3
310M300US44420,44420,"Staunton-Waynesboro, VA ",50508,1463,31329,1611,N,N,19179,1790,51147,3250,65084,3896,71820,6530,31617,4467,64560,3941,75807,5507,N,N,44996,6005,34.2
310M300US44620,44620,"Stevens Point, WI ",28009,616,17375,1024,N,N,10634,868,53655,3857,67681,9023,80219,8015,32188,5386,69242,4986,85387,7671,N,N,39397,3859,30.1
310M300US44660,44660,"Stillwater, OK ",30657,1115,16206,1452,N,N,14451,1384,35927,6038,69421,7772,81932,8366,16368,4346,59747,7673,90455,13826,N,N,24986,2651,33.3
310M300US44700,44700,"Stockton-Lodi, CA ",227186,2066,166267,3210,112118,4019,60919,3021,59518,2003,67163,2930,84850,3382,32509,2601,77528,2278,85908,2852,102418,3467,49072,2910,35.8
310M300US44940,44940,"Sumter, SC ",41439,1441,27025,1925,N,N,14414,1658,40614,5396,47284,5675,61514,6117,21760,4620,56274,5910,66747,8699,N,N,34981,6807,37.6
310M300US44980,44980,"Sunbury, PA ",38098,1272,24845,1381,17817,1300,13253,1204,47736,3140,57180,4161,69420,4494,25502,1855,59110,2850,69714,3912,N,N,35182,3122,44.4
310M300US45060,45060,"Syracuse, NY ",253229,3539,155079,3879,114147,3417,98150,3286,56702,1407,74791,2905,89083,3293,33522,2561,74266,1857,90138,2594,105558,2906,46039,2324,34.7
310M300US45180,45180,"Talladega-Sylacauga, AL ",35703,1733,22847,1885,N,N,12856,1791,38098,4227,47045,3996,52809,8496,23781,4285,51167,3832,59985,5162,N,N,34925,4979,39.5
310M300US45220,45220,"Tallahassee, FL ",142991,3170,83592,3737,57672,3197,59399,3009,50654,1905,65013,3243,80700,3834,33799,2738,68357,2526,84971,4472,102697,5321,42194,2935,36.6
310M300US45300,45300,"Tampa-St. Petersburg-Clearwater, FL ",1191645,8172,732704,8196,529201,7809,458941,7754,51115,514,62931,1220,75614,1183,32841,1110,71830,1014,85882,1360,98991,1702,46797,1457,36.2
310M300US45460,45460,"Terre Haute, IN ",64837,1869,43284,2121,31621,2097,21553,1639,46951,2202,57591,2635,69268,2970,25535,2952,58439,2350,68732,3292,N,N,34919,3011,38.2
310M300US45500,45500,"Texarkana, TX-AR ",53799,1974,34795,2374,N,N,19004,2116,42513,3011,53843,5739,71150,5685,26679,3368,61706,4549,73087,6417,N,N,39512,5934,38.4
310M300US45540,45540,"The Villages, FL ",51781,2926,35377,2952,N,N,16404,2280,54562,5337,67063,5495,69216,4516,31339,2592,68118,6444,75740,7698,N,N,51126,10710,33.5
310M300US45780,45780,"Toledo, OH ",247069,2864,146335,3721,98335,3363,100734,4202,48822,2159,64822,2062,83087,3084,29527,1856,67246,2097,82833,3172,101981,4412,41242,2508,32.3
310M300US45820,45820,"Topeka, KS ",92086,1974,58863,2182,45759,1873,33223,2439,56548,2418,70908,3367,80861,2168,31810,1753,71877,3410,88417,5016,99617,6692,39407,2806,35.7
310M300US45860,45860,"Torrington, CT ",74105,1681,49366,2324,39158,2384,24739,2051,76993,4879,94911,3287,107642,5674,40698,3504,100472,5300,118815,6662,N,N,61651,9027,40.9
310M300US45900,45900,"Traverse City, MI ",59122,1545,38268,1724,N,N,20854,1538,56196,4574,68927,4129,76794,3883,34597,5207,77051,4819,90674,6173,N,N,47713,8170,27.3
310M300US45940,45940,"Trenton, NJ ",128332,2175,85853,2997,61971,2955,42479,2725,77650,3580,99567,6461,121862,3098,42923,4610,111623,4301,134688,5826,163279,7554,61244,5951,39
310M300US46020,46020,"Truckee-Grass Valley, CA ",38708,1911,24711,2027,N,N,13997,1791,59022,5577,80053,6995,84734,9774,32398,5074,85575,8233,106191,12122,N,N,45338,6153,33.3
310M300US46060,46060,"Tucson, AZ ",400835,4105,248141,5619,175078,4760,152694,4639,47560,1541,60136,1937,72802,2624,30540,1622,65881,1473,78642,2050,92091,2666,42243,2124,33.6
310M300US46100,46100,"Tullahoma-Manchester, TN ",40993,1358,27685,1862,N,N,13308,1768,48449,2749,58665,3967,67537,3706,26887,5721,65719,5991,77469,7515,N,N,38235,5637,35.1
310M300US46140,46140,"Tulsa, OK ",381722,2281,250115,3341,181466,3153,131607,3641,51623,796,64569,1292,79349,2213,30378,891,70843,1314,84498,2062,98486,2450,42144,1550,32.3
310M300US46180,46180,"Tupelo, MS ",52823,1801,36990,2045,25065,1876,15833,1834,40384,3468,49601,4421,65923,4818,23286,2683,54865,4073,64450,5516,N,N,29751,3537,38
310M300US46220,46220,"Tuscaloosa, AL ",86680,2134,54039,2325,37069,2098,32641,2458,46086,3287,62970,5772,80608,4303,26101,3020,63581,3060,79318,4403,N,N,36173,3162,45.2
310M300US46300,46300,"Twin Falls, ID ",38641,1121,28448,1589,N,N,10193,1535,50924,5337,60382,5084,64665,5164,25423,6075,62374,4259,71165,5411,N,N,34731,5342,34
310M300US46340,46340,"Tyler, TX ",75792,2510,52685,2774,41187,2729,23107,2203,52572,3668,66688,6671,77616,4695,30002,7348,68343,3702,78652,4508,N,N,42365,6029,35.7
310M300US46380,46380,"Ukiah, CA ",35439,1083,20857,1575,N,N,14582,1563,43809,4761,51422,6257,66354,8997,30390,6483,65838,9547,64707,6429,N,N,63959,18943,33.1
310M300US46520,46520,"Urban Honolulu, HI ",309169,3715,215927,4028,164634,3935,93242,4366,80513,1671,93131,2233,102316,2892,47117,3244,101034,1991,114783,2482,124890,3109,61603,3006,38.4
310M300US46540,46540,"Utica-Rome, NY ",112029,2313,70821,2420,50646,2380,41208,2218,52534,1649,66245,3611,76105,4344,30463,2310,67927,3232,81378,4540,94022,6049,40671,3183,43.6
310M300US46660,46660,"Valdosta, GA ",52103,1641,33963,2088,23062,1902,18140,2039,39734,4075,50994,3933,68926,6266,22520,2564,57866,5865,70490,8145,N,N,30552,3823,35.6
310M300US46700,46700,"Vallejo-Fairfield, CA ",149172,1723,110618,2727,78009,2921,38554,2268,73900,3323,80665,3428,95959,3740,49867,3346,93929,4378,101473,5653,118090,7713,62761,4884,30.2
310M300US47020,47020,"Victoria, TX ",35180,1354,23857,1711,N,N,11323,1446,55228,5577,64025,6236,79947,10831,36083,7955,84354,8955,88054,9126,N,N,73377,18611,33.7
310M300US47220,47220,"Vineland-Bridgeton, NJ ",50787,1533,33452,2224,19354,2046,17335,1958,49110,6123,60724,7562,79146,5944,22400,4609,61132,4018,69277,4630,N,N,36647,4502,33.4
310M300US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC ",639903,5455,417725,6225,292268,6463,222178,5647,61805,919,74430,1448,92961,2069,40683,892,80622,1469,93975,2059,111295,2433,52399,1979,37.1
310M300US47300,47300,"Visalia-Porterville, CA ",135648,1649,107163,2924,70882,3132,28485,2818,45881,1589,47906,2443,61916,3188,31429,2067,61897,2568,64984,3141,79840,4426,42482,4723,39.8
310M300US47380,47380,"Waco, TX ",92256,2150,60786,2414,41251,2400,31470,2239,46590,2195,60229,4248,72227,4938,26852,2496,67246,4669,76735,5121,91669,6852,45345,10302,32.5
310M300US47460,47460,"Walla Walla, WA ",23748,1195,14481,1134,N,N,9267,966,54655,6285,71043,8935,79825,8297,31916,4571,76021,9434,96478,15013,N,N,43122,6379,32.3
310M300US47580,47580,"Warner Robins, GA ",68333,1850,48680,2601,34691,2567,19653,2140,59409,2967,69272,6512,83492,7678,33662,6009,69914,4035,79146,5649,N,N,45000,4903,36.6
310M300US47700,47700,"Warsaw, IN ",30494,1012,21701,1394,N,N,8793,1031,53963,5089,62527,3818,71509,8321,31407,4430,69224,6105,80189,8773,N,N,36106,3711,29.4
